id	名称	描述	购买价格	价格类型	操作类型	跳转界面	按钮文本	icon路径	海报路径	原价	所属分页	购买次数	包含道具	是否是宝石	是否在包裹中显示	购买结束时间	orderId	开启等级	是否含保底奖励	物品品质	批量开启
3500003	海贼的战利品	海内含大量潜能药剂等，限购1次，点击图标可预览补给包内容。	1088	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1500	0	0	61001:1502001:500,61001:1503002:1,61001:2501001:5	0	2	0	108	0	0	1	0
3500004	冥王的战利品	海军大将的专用补给包，内含稀有B级防御技能与大量潜能药剂等，限购1次，点击图标可预览补给包内容。	2088	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	3500	0	0	41002:33:1,61001:1502001:1000,61001:1503002:1,61001:2501001:5	0	2	0	109	0	0	1	0
3500005	海军大将补给包	海军大将补给包，活动期间限购1次，点击图标预览内容。	1588	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan2.png	itemposter/poster_item_duihuan2.png	1500	0	0	61001:1502001:500,61001:1503002:1,61001:2501001:5	0	2	0	110	0	0	2	0
3500006	海军元帅补给包	海军元帅补给包，活动期间限购1次，点击图标预览内容。	3088	2	2	PackPreview.ccb	开启	itemposter/poster_item_duihuan1.png	itemposter/poster_item_duihuan1.png	3500	0	0	41002:33:1,61001:1502001:1000,61001:1503002:1,61001:2501001:5	0	2	0	111	0	0	1	0
3500007	感恩节黄金礼包	感恩节超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	112	0	0	1	0
3500008	感恩节白银礼包	感恩节超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	113	0	0	2	0
3500009	感恩节黄金礼包	感恩节超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	114	0	0	1	0
3500010	感恩节白银礼包	感恩节超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	115	0	0	2	0
3500014	元旦黄金礼包	元旦超值黄金礼包，内含大量潜能药剂、金银宝箱、A级装备碎片等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:5003001:5	0	2	0	116	0	0	1	0
3500015	元旦白银礼包	元旦超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	117	0	0	2	0
3500018	春节VIP2福利礼包	春节VIP2福利礼包，内含潜能药剂等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	400	0	0	61001:1502001:200	0	2	0	118	0	0	4	0
3500019	春节VIP3福利礼包	春节VIP3福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	119	0	0	4	0
3500020	春节VIP4福利礼包	春节VIP4福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	120	0	0	4	0
3500021	春节VIP5福利礼包	春节VIP5福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	121	0	0	3	0
3500022	春节VIP6福利礼包	春节VIP6福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	122	0	0	3	0
3500023	春节VIP7福利礼包	春节VIP7福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	123	0	0	3	0
3500024	春节VIP8福利礼包	春节VIP8福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	124	0	0	2	0
3500025	春节VIP9福利礼包	春节VIP9福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	125	0	0	2	0
3500026	春节VIP10福利礼包	春节VIP10福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	126	0	0	2	0
3500027	春节VIP11福利礼包	春节VIP11福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	127	0	0	1	0
3500028	春节VIP12福利礼包	春节VIP12福利礼包，内含潜能药剂、远古秘宝等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	61001:1502001:200,61001:3003001:20	0	2	0	128	0	0	1	0
3500029	春节VIP13福利礼包	春节VIP13福利礼包，内含潜能药剂、远古秘宝等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	61001:1502001:200,61001:3003001:20	0	2	0	129	0	0	1	0
3500030	元宵节黄金礼包	元宵节超值黄金礼包，内含大量潜能药剂、金宝箱、远古秘宝、A级装备碎片等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4800	0	0	61001:1502001:1000,61001:3001004:40,61001:3002004:40,61001:3003001:20,61001:5003001:5	0	2	0	130	0	0	1	0
3500031	元宵节白银礼包	元宵节超值白银礼包，内含潜能药剂、觉醒药剂和海鲜饭等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	700	0	0	61001:1502001:100,61001:1101003:1,61001:2501001:5	0	2	0	131	0	0	2	0
3500011	顶上之战铜宝箱	顶上之战第一阶段奖励，内含A级装备碎片*5、潜能药剂*400等，点击图标可预览宝箱内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_tongbaoxiang.png	itemposter/poster_item_tongbaoxiang.png	500	0	0	61001:5003001:20,61001:1502001:2000	0	2	0	132	0	0	3	0
3500012	顶上之战银宝箱	顶上之战第一阶段奖励，内含觉醒药剂*2、A级装备碎片*10、潜能药剂*600等，点击图标可预览宝箱内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_yinbaoxiang.png	itemposter/poster_item_yinbaoxiang.png	4500	0	0	61001:1101003:2,61001:5003001:40,61001:1502001:4000	0	2	0	133	0	0	2	0
3500013	顶上之战金宝箱	顶上之战第一阶段奖励，内含觉醒药剂*3、A级装备碎片*20、潜能药剂*800等，点击图标可预览宝箱内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_jinbaoxiang.png	itemposter/poster_item_jinbaoxiang.png	500	0	0	61001:1101003:3,61001:5003001:60,61001:1502001:6000	0	2	0	134	0	0	1	0
3500016	新年特价黄金礼包	新年超值黄金礼包，内含大量潜能药剂、金银宝箱、A级装备碎片等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:5003001:5	0	2	0	135	0	0	1	0
3500017	新年特价白银礼包	新年超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	136	0	0	2	0
3500032	2月黄金礼包	2月超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	137	0	0	1	0
3500033	2月白银礼包	2月超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	138	0	0	2	0
3500034	海军元帅补给包	海军元帅补给包，内含大量潜能药剂、远古秘宝、A级装备碎片等，限购1次，点击图标可预览补给包内容。	1499	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7500	0	0	61001:1502001:2000,61001:3003001:40,61001:5003001:10	0	2	0	139	0	0	1	0
3500035	海军大将补给包	海军大将补给包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	140	0	0	2	0
3500036	海军士兵补给包	海军士兵补给包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	141	0	0	3	0
3500037	女生节黄金礼包	女生节超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	142	0	0	1	0
3500038	女生节白银礼包	女生节超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	143	0	0	2	0
3500039	3月黄金礼包	3月超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	144	0	0	1	0
3500040	3月白银礼包	3月超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	145	0	0	2	0
3500041	4月黄金礼包	4月超值黄金礼包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	146	0	0	1	0
3500042	4月白银礼包	4月超值白银礼包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	147	0	0	2	0
3500043	革命军超值礼包	革命军超值礼包，内含潜能药剂、风风果实种子和远古秘宝等，限购1次，点击图标可预览补给包内容。	1599	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8000	0	0	61001:1502001:1000,82001:30001:5,61001:3003001:50	0	2	0	148	0	0	1	0
3500044	海皇超值礼包	海皇超值礼包，内含海皇之魂碎片、能量精华和远古秘宝等，限购1次，点击图标可预览补给包内容。	1399	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7000	0	0	82001:1100001:5,81005:510001:10,11001:1002:10000000	0	2	0	149	0	0	1	0
3500045	五一节VIP2福利礼包	五一节VIP2福利礼包，内含潜能药剂等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	400	0	0	61001:1502001:200	0	2	0	150	0	0	4	0
3500046	五一节VIP3福利礼包	五一节VIP3福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	151	0	0	4	0
3500047	五一节VIP4福利礼包	五一节VIP4福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	152	0	0	4	0
3500048	五一节VIP5福利礼包	五一节VIP5福利礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:200,61001:3001004:10	0	2	0	153	0	0	3	0
3500049	五一节VIP6福利礼包	五一节VIP6福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	154	0	0	3	0
3500050	五一节VIP7福利礼包	五一节VIP7福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	155	0	0	3	0
3500051	五一节VIP8福利礼包	五一节VIP8福利礼包，内含潜能药剂、A级装备碎片等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:1502001:200,61001:5003001:2	0	2	0	156	0	0	2	0
3500052	五一节VIP9福利礼包	五一节VIP9福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	157	0	0	2	0
3500053	五一节VIP10福利礼包	五一节VIP10福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	158	0	0	2	0
3500054	五一节VIP11福利礼包	五一节VIP11福利礼包，内含潜能药剂、转盘豪华抽奖券等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:1502001:200,61001:4004002:2	0	2	0	159	0	0	1	0
3500055	五一节VIP12福利礼包	五一节VIP12福利礼包，内含潜能药剂、远古秘宝等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	61001:1502001:200,61001:3003001:20	0	2	0	160	0	0	1	0
3500056	进化材料小礼包	进化材料礼包，内含进化材料、潜能药剂和远古秘宝等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	61001:1101008:5,61001:1101009:5,61001:1101010:5,61001:1101011:5,61001:1101012:5,61001:1101013:5,61001:1101014:5	0	2	0	161	0	0	1	0
3500057	进化材料大礼包	进化材料礼包，内含进化材料、潜能药剂和远古秘宝等，限购1次，点击图标可预览补给包内容。	1199	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7000	0	0	61001:1101008:40,61001:1101009:40,61001:1101010:40,61001:1101011:40,61001:1101012:40,61001:1101013:40,61001:1101014:40	0	2	0	162	0	0	1	0
3500058	四皇大礼包	四皇大礼包，内含红发、白胡子、凯多、玲玲等稀有人物，点击可预览补礼包内容。	799	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	3500	0	0	32001:2:45,32001:7:45,32001:13:45,32001:14:45	0	2	0	163	0	0	1	0
3500059	七武海礼包	七武海礼包，内含蛇姬、鹰眼、明哥、克达尔、熊、甚平、莫利亚等稀有人物，点击可预览补礼包内容。	1499	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	32001:25:45,32001:8:45,32001:15:45,32001:16:45,32001:24:45,32001:26:45,32001:27:45	0	2	0	164	0	0	1	0
3500060	三大将礼包	三大将礼包，内含青雉、黄猿、赤犬等稀有人物，点击可预览补礼包内容。	1299	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	5000	0	0	32001:9:45,32001:10:45,32001:11:45	0	2	0	165	0	0	1	0
3500061	三老大礼包	三老大礼包，内含卡普、雷利、战国等稀有人物，点击可预览补礼包内容。	2199	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	9800	0	0	32001:3:45,32001:4:45,32001:6:45	0	2	0	166	0	0	1	0
3500062	10级真S核礼包	10级真S核礼包，礼包内包含10个不同类型的真S核，点击可预览补礼包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	400	0	0	81001:520010:1,81001:530010:1,81001:540010:1,81001:550010:1,81001:560010:1,81001:570010:1	0	2	0	167	0	0	4	0
3500063	10级A级核礼包	10级A级核礼包，礼包内包含10个不同类型的A级核，点击可预览补礼包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	81001:10010:1,81001:20010:1,81001:30010:1,81001:40010:1,81001:50010:1,81001:60010:1,81001:70010:1,81001:80010:1,81001:90010:1,81001:100010:1	0	2	0	168	0	0	4	0
3500064	草帽团礼包	草帽团礼包，内含海贼王主角草帽团等稀有人物。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	32001:210:45,32001:211:45,32001:212:45,32001:213:45,32001:214:45,32001:215:45,32001:216:45,32001:217:45,32001:218:45	0	2	0	169	0	0	4	0
3500065	预充会员礼包	预充礼包，内含潜能药剂、黄金宝箱等，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:5000,61001:5001071:3,61001:5001072:3,61001:5001073:3,11001:1001:100000,11001:1002:50000000	0	2	0	170	0	0	3	0
3500066	10级S核礼包	10级S核礼包，礼包内包含10个不同类型的S核，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	81001:410010:1,81001:420010:1,81001:430010:1,81001:440010:1,81001:450010:1,81001:460010:1,81001:470010:1,81001:480010:1,81001:490010:1,81001:500010:1	0	2	0	171	0	0	3	0
3500067	女神神器礼包	女神神器礼包，内含神罚、神域、神恩，限购1次，点击图标可预览补给包内容。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	51001:97:1,52001:104:1,53001:105:1	0	2	0	172	0	0	3	0
3500068	V10宝石礼包	含每种6级石头一颗。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	800	0	0	61001:5001061:1,61001:5001062:1,61001:5001063:1	0	2	0	173	0	0	2	0
3500069	V13套装礼包	含升级到天王套和冥王套精华各5个。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:2508001:5,61001:2508003:5	0	2	0	174	0	0	2	0
3500070	影之贝礼包	20个影之贝，请笑纳。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	61001:4006001:20	0	2	0	175	0	0	2	0
3500071	经验礼包	船长经验礼包，方便大家升级。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1000	0	0	11001:1003:5000	0	2	0	176	0	0	1	0
3500072	定制卡礼包	给游戏贡献大的人送的定制卡，谢谢对本游戏的支持。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	31001:290:1	0	2	0	177	0	0	1	0
3500073	熊猫人	推广50个群就送超级屌的熊猫人哦！	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	31001:1:1	0	2	0	178	0	0	1	0
3500074	定制卡礼包	给游戏贡献大的人送的定制卡，谢谢对本游戏的支持。	10	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	1400	0	0	31001:290:1	0	2	0	177	0	0	1	0
3500075	铁拳超值礼包	铁拳超值礼包，内含铁拳之爱碎片、潜能药剂等，限购1次，点击图标可预览补给包内容。	799	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	3500	0	0	82001:970001:5,61001:1502001:1000	0	2	0	180	0	0	1	0
3500076	超值甜点礼包	超值甜点礼包，内含酸酸果实种子、潜能药剂等，限购1次，点击图标可预览补给包内容。	799	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	3500	0	0	82001:90001:5,61001:1502001:1000	0	2	0	181	0	0	1	0
3500077	七夕恒久礼包	七夕恒久礼包，内含大量潜能药剂、远古秘宝，限购1次，点击图标可预览补给包内容。	1199	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	6000	0	0	61001:1101008:100	0	2	0	182	0	0	1	0
3500078	新版本礼包	新版本礼包，内含大量潜能药剂、重生药剂，限购1次，点击图标可预览补给包内容。	1599	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	9999	0	0	11001:1001:20000,11001:1002:1000000	0	2	0	183	0	0	1	0
3500079	中秋团圆礼包	中秋团圆礼包，包含大量潜能药剂等、进化药剂、海王之语宝箱，限购1次，点击图标可预览补给包内容。	2199	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	9800	0	0	61001:1502001:10000	0	2	0	184	0	0	1	0
3500080	空岛超值礼包	空岛超值礼包，包含大量潜能药剂等、中级历史碑文、映像贝，限购1次，点击图标可预览补给包内容。	1499	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	7500	0	0	61001:1502001:1500,61001:2505002:30,61001:2505005:10	0	2	0	185	0	0	1	0
3500081	沙之国超值礼包	沙之国超值礼包，包含大量潜能药剂等、低级历史碑文、沙之结晶，限购1次，点击图标可预览补给包内容。	1199	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	6000	0	0	61001:1502001:1500,61001:2505001:30,61001:2505007:10	0	2	0	186	0	0	1	0
3500082	国庆大礼包	国庆大礼包，包含大量潜能药剂等、中极历史碑文、魔力药剂、重生至宝，限购1次，点击图标可预览内容。	1799	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	9800	0	0	61001:1502001:2500,61001:2505002:10,61001:1101018:2,61001:3003004:10	0	2	0	187	0	0	1	0
3500083	万圣节钻石补给包	万圣节钻石补给包，包含大量潜能药剂等、魔力药剂、青铜材料，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	188	0	0	1	0
3500084	万圣节白金补给包	万圣节白金补给包，内含大量潜能药剂、金银宝箱、塔罗牌等，限购1次，点击图标可预览补给包内容。	999	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	4500	0	0	61001:1502001:1000,61001:3001004:40,61001:3001003:40,61001:3002004:40,61001:3002003:40,61001:4003001:2	0	2	0	189	0	0	2	0
3500085	万圣节黄金补给包	万圣节黄金补给包，内含潜能药剂、海鲜饭和激素针等，限购1次，点击图标可预览补给包内容。	99	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	500	0	0	61001:1502001:100,61001:2501001:5,61001:2502001:5	0	2	0	190	0	0	2	0
3500086	双十一钻石补给包	双十一钻石补给包，包含大量潜能药剂等、魔力药剂、青铜材料，限购1次，点击图标可预览内容。	1699	2	2	PackPreview.ccb	开启	itemposter/poster_item_libao.png	itemposter/poster_item_libao.png	8800	0	0	61001:1502001:2500,61001:1101018:2,61001:1509001:5	0	2	0	191	0	0	1	0
