ID	果实ID	等级	升级经验	吞噬经验转换百分比	售价	已解锁孔数	已解锁属性加成	已解锁技能ID	身价
1140002	114	2	32000	100	1576800	3	7,14	0	1968
1140003	114	3	64000	100	3153600	4	7,14,22	0	3092
1140004	114	4	128000	100	6307200	5	7,14,22,31	0	4357
1140005	114	5	128000	100	12614500	5	7,14,22,31,41	0	5763
1150001	115	1	16000	100	147800	2	6	0	843
1150002	115	2	32000	100	1576800	3	6,13	0	1827
1150003	115	3	64000	100	3153600	4	6,13,20	0	2811
1150004	115	4	128000	100	6307200	5	6,13,20,28	0	3935
1150005	115	5	128000	100	12614500	5	6,13,20,28,37	0	5200
1160001	116	1	16000	100	147800	2	6	0	843
1160002	116	2	32000	100	1576800	3	6,12	0	1687
1160003	116	3	64000	100	3153600	4	6,12,19	0	2670
1160004	116	4	128000	100	6307200	5	6,12,19,27	0	3795
1160005	116	5	128000	100	12614500	5	6,12,19,27,35	0	4919
1170001	117	1	16000	100	147800	2	6	0	843
1170002	117	2	32000	100	1576800	3	6,13	0	1827
1170003	117	3	64000	100	3153600	4	6,13,21	0	2952
1170004	117	4	128000	100	6307200	5	6,13,21,30	0	4217
1170005	117	5	128000	100	12614500	5	6,13,21,30,39	0	5481
1180001	118	1	16000	100	147800	2	7	0	984
1180002	118	2	32000	100	1576800	3	7,14	0	1968
1180003	118	3	64000	100	3153600	4	7,14,22	0	3092
1180004	118	4	128000	100	6307200	5	7,14,22,31	0	4357
1180005	118	5	128000	100	12614500	5	7,14,22,31,40	0	5622
1190001	119	1	16000	100	147800	2	8	0	1124
1190002	119	2	32000	100	1576800	3	8,16	0	2249
1190003	119	3	64000	100	3153600	4	8,16,25	0	3514
1190004	119	4	128000	100	6307200	5	8,16,25,34	0	4779
1190005	119	5	128000	100	12614500	5	8,16,25,34,44	0	6184
1200001	120	1	16000	100	147800	2	6	0	843
1200002	120	2	32000	100	1576800	3	6,13	0	1827
1200003	120	3	64000	100	3153600	4	6,13,21	0	2952
1200004	120	4	128000	100	6307200	5	6,13,21,30	0	4217
1200005	120	5	128000	100	12614500	5	6,13,21,30,40	0	5622
1210001	121	1	16000	100	147800	2	6	0	843
1210002	121	2	32000	100	1576800	3	6,13	0	1827
1210003	121	3	64000	100	3153600	4	6,13,21	0	2952
1210004	121	4	128000	100	6307200	5	6,13,21,30	0	4217
1210005	121	5	128000	100	12614500	5	6,13,21,30,40	0	5622
1220001	122	1	16000	100	147800	2	6	0	843
1220002	122	2	32000	100	1576800	3	6,13	0	1827
1220003	122	3	64000	100	3153600	4	6,13,21	0	2952
1220004	122	4	128000	100	6307200	5	6,13,21,30	0	4217
1220005	122	5	128000	100	12614500	5	6,13,21,30,40	0	5622
1230001	123	1	16000	100	147800	2	6	0	843
1230002	123	2	32000	100	1576800	3	6,13	0	1827
1230003	123	3	64000	100	3153600	4	6,13,21	0	2952
1230004	123	4	128000	100	6307200	5	6,13,21,30	0	4217
1230005	123	5	128000	100	12614500	5	6,13,21,30,40	0	5622
1240001	124	1	16000	100	147800	2	6	0	843
1240002	124	2	32000	100	1576800	3	6,13	0	1827
1240003	124	3	64000	100	3153600	4	6,13,21	0	2952
1240004	124	4	128000	100	6307200	5	6,13,21,30	0	4217
1240005	124	5	128000	100	12614500	5	6,13,21,30,40	0	5622
2000001	200	1	48000	100	147800	6	17	0	4124
2000002	200	2	96000	100	1576800	6	17,35	0	5389
2000003	200	3	192000	100	3153600	6	17,35,53	0	6654
2000004	200	4	384000	100	6307200	6	17,35,53,72	0	8060
2000005	200	5	768000	100	12614500	6	17,35,53,72,91	0	9465
2000006	200	6	1680000	100	12614500	6	17,35,53,72,91,111	0	9465
2010001	201	1	48000	100	147800	6	16	0	3984
2010002	201	2	96000	100	1576800	6	16,33	0	5108
2010003	201	3	192000	100	3153600	6	16,33,50	0	6233
2010004	201	4	384000	100	6307200	6	16,33,50,68	0	7498
2010005	201	5	768000	100	12614500	6	16,33,50,68,87	0	8903
2010006	201	6	1680000	100	12614500	6	16,33,50,68,87,107	0	8903
2020001	202	1	48000	100	147800	6	17	0	4124
2020002	202	2	96000	100	1576800	6	17,34	0	5249
2020003	202	3	192000	100	3153600	6	17,34,52	0	6514
2020004	202	4	384000	100	6307200	6	17,34,52,71	0	7919
2020005	202	5	768000	100	12614500	6	17,34,52,71,90	0	9325
2020006	202	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9325
2030001	203	1	48000	100	147800	6	17	0	4124
2030002	203	2	96000	100	1576800	6	17,34	0	5249
2030003	203	3	192000	100	3153600	6	17,34,52	0	6514
2030004	203	4	384000	100	6307200	6	17,34,52,71	0	7779
2030005	203	5	768000	100	12614500	6	17,34,52,71,90	0	9184
2030006	203	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9184
2040001	204	1	48000	100	147800	6	15	0	3843
2040002	204	2	96000	100	1576800	6	15,31	0	4968
2040003	204	3	192000	100	3153600	6	15,31,49	0	6233
2040004	204	4	384000	100	6307200	6	15,31,49,68	0	7638
2040005	204	5	768000	100	12614500	6	15,31,49,68,87	0	9044
2040006	204	5	1680000	100	12614500	6	15,31,49,68,87,107	0	9044
2050001	205	1	48000	100	147800	6	16	0	3984
2050002	205	2	96000	100	1576800	6	16,32	0	4968
2050003	205	3	192000	100	3153600	6	16,32,49	0	6092
2050004	205	4	384000	100	6307200	6	16,32,49,67	0	7357
2050005	205	5	768000	100	12614500	6	16,32,49,67,85	0	8622
2050006	205	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8622
2060001	206	1	48000	100	147800	6	16	0	3984
2060002	206	2	96000	100	1576800	6	16,34	0	5249
2060003	206	3	192000	100	3153600	6	16,34,52	0	6514
2060004	206	4	384000	100	6307200	6	16,34,52,71	0	7779
2060005	206	5	768000	100	12614500	6	16,34,52,71,90	0	9184
2060006	206	6	1680000	100	12614500	6	16,34,52,71,90,110	0	9184
2070001	207	1	48000	100	147800	6	16	0	3984
2070002	207	2	96000	100	1576800	6	16,34	0	5108
2070003	207	3	192000	100	3153600	6	16,34,52	0	6373
2070004	207	4	384000	100	6307200	6	16,34,52,71	0	7638
2070005	207	5	768000	100	12614500	6	16,34,52,71,90	0	9044
2070006	207	6	1680000	100	12614500	6	16,34,52,71,90,110	0	9044
2080001	208	1	48000	100	147800	6	15	0	3843
2080002	208	2	96000	100	1576800	6	15,31	0	4827
2080003	208	3	192000	100	3153600	6	15,31,49	0	6233
2080004	208	4	384000	100	6307200	6	15,31,49,68	0	7638
2080005	208	5	768000	100	12614500	6	15,31,49,68,87	0	9044
2080006	208	6	1680000	100	12614500	6	15,31,49,68,87,107	0	9044
2090001	209	1	48000	100	147800	6	16	0	3984
2090002	209	2	96000	100	1576800	6	16,32	0	4968
2090003	209	3	192000	100	3153600	6	16,32,49	0	6092
2090004	209	4	384000	100	6307200	6	16,32,49,67	0	7217
2090005	209	5	768000	100	12614500	6	16,32,49,67,85	0	8481
2090006	209	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8481
2100001	210	1	48000	100	147800	6	15	0	3843
2100002	210	2	96000	100	1576800	6	15,31	0	4827
2100003	210	3	192000	100	3153600	6	15,31,49	0	5811
2100004	210	4	384000	100	6307200	6	15,31,49,68	0	7076
2100005	210	5	768000	100	12614500	6	15,31,49,68,87	0	8341
2100006	210	6	1680000	100	12614500	6	15,31,49,68,87,107	0	8341
2110001	211	1	48000	100	147800	6	16	0	3984
2110002	211	2	96000	100	1576800	6	16,34	0	5108
2110003	211	3	192000	100	3153600	6	16,34,52	0	6233
2110004	211	4	384000	100	6307200	6	16,34,52,71	0	7498
2110005	211	5	768000	100	12614500	6	16,34,52,71,90	0	8763
2110006	211	6	1680000	100	12614500	6	16,34,52,71,90,110	0	8763
2120001	212	1	48000	100	147800	6	16	0	3984
2120002	212	2	96000	100	1576800	6	16,33	0	5108
2120003	212	3	192000	100	3153600	6	16,33,50	0	6233
2120004	212	4	384000	100	6307200	6	16,33,50,68	0	7498
2120005	212	5	768000	100	12614500	6	16,33,50,68,87	0	8903
2120006	212	6	1680000	100	12614500	6	16,33,50,68,87,107	0	8903
2130001	213	1	48000	100	147800	6	16	0	3984
2130002	213	2	96000	100	1576800	6	16,32	0	4968
2130003	213	3	192000	100	3153600	6	16,32,49	0	5952
2130004	213	4	384000	100	6307200	6	16,32,49,67	0	7217
2130005	213	5	768000	100	12614500	6	16,32,49,67,85	0	8622
2130006	213	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8622
2140001	214	1	48000	100	147800	6	15	0	3843
2140002	214	2	96000	100	1576800	6	15,30	0	4687
2140003	214	3	192000	100	3153600	6	15,30,46	0	5670
2140004	214	4	384000	100	6307200	6	15,30,46,63	0	6795
2140005	214	5	768000	100	12614500	6	15,30,46,63,80	0	8060
2140006	214	6	1680000	100	12614500	6	15,30,46,63,80,99	0	8060
2150001	215	1	48000	100	147800	6	14	0	3703
2150002	215	2	96000	100	1576800	6	14,29	0	4546
2150003	215	3	192000	100	3153600	6	14,29,45	0	5530
2150004	215	4	384000	100	6307200	6	14,29,45,62	0	6654
2150005	215	5	768000	100	12614500	6	14,29,45,62,79	0	7779
2150006	215	6	1680000	100	12614500	6	14,29,45,62,79,97	0	7779
2160001	216	1	48000	100	147800	6	16	0	3984
2160002	216	2	96000	100	1576800	6	16,32	0	4968
2160003	216	3	192000	100	3153600	6	16,32,49	0	5952
2160004	216	4	384000	100	6307200	6	16,32,49,67	0	7076
2160005	216	5	768000	100	12614500	6	16,32,49,67,85	0	8200
2160006	216	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8200
2170001	217	1	48000	100	147800	6	16	0	3984
2170002	217	2	96000	100	1576800	6	16,33	0	5108
2170003	217	3	192000	100	3153600	6	16,33,50	0	6233
2170004	217	4	384000	100	6307200	6	16,33,50,68	0	7498
2170005	217	5	768000	100	12614500	6	16,33,50,68,87	0	8763
2170006	217	6	1680000	100	12614500	6	16,33,50,68,87,107	0	8763
2180001	218	1	48000	100	147800	6	15	0	3843
2180002	218	2	96000	100	1576800	6	15,31	0	4827
2180003	218	3	192000	100	3153600	6	15,31,49	0	5811
2180004	218	4	384000	100	6307200	6	15,31,49,68	0	6935
2180005	218	5	768000	100	12614500	6	15,31,49,68,87	0	8060
2180006	218	6	1680000	100	12614500	6	15,31,49,68,87,107	0	8060
2190001	219	1	48000	100	147800	6	14	0	3703
2190002	219	2	96000	100	1576800	6	14,28	0	4406
2190003	219	3	192000	100	3153600	6	14,28,43	0	5249
2190004	219	4	384000	100	6307200	6	14,28,43,59	0	6233
2190005	219	5	768000	100	12614500	6	14,28,43,59,76	0	7357
2190006	219	6	1680000	100	12614500	6	14,28,43,59,76,94	0	7357
2200001	220	1	48000	100	147800	6	14	0	3703
2200002	220	2	96000	100	1576800	6	14,29	0	4546
2200003	220	3	192000	100	3153600	6	14,29,45	0	5530
2200004	220	4	384000	100	6307200	6	14,29,45,62	0	6514
2200005	220	5	768000	100	12614500	6	14,29,45,62,79	0	7638
2200006	220	6	1680000	100	12614500	6	14,29,45,62,79,97	0	7638
2210001	221	1	48000	100	147800	6	14	0	3703
2210002	221	2	96000	100	1576800	6	14,28	0	4406
2210003	221	3	192000	100	3153600	6	14,28,43	0	5249
2210004	221	4	384000	100	6307200	6	14,28,43,59	0	6373
2210005	221	5	768000	100	12614500	6	14,28,43,59,76	0	7498
2210006	221	6	1680000	100	12614500	6	14,28,43,59,76,94	0	7498
2220001	222	1	48000	100	147800	6	15	0	3843
2220002	222	2	96000	100	1576800	6	15,31	0	4827
2220003	222	3	192000	100	3153600	6	15,31,49	0	5811
2220004	222	4	384000	100	6307200	6	15,31,49,68	0	6795
2220005	222	5	768000	100	12614500	6	15,31,49,68,87	0	7919
2220006	222	6	1680000	100	12614500	6	15,31,49,68,87,107	0	7919
2230001	223	1	48000	100	147800	6	14	0	3703
2230002	223	2	96000	100	1576800	6	14,29	0	4546
2230003	223	3	192000	100	3153600	6	14,29,45	0	5530
2230004	223	4	384000	100	6307200	6	14,29,45,62	0	6654
2230005	223	5	768000	100	12614500	6	14,29,45,62,79	0	7919
2230006	223	6	1680000	100	12614500	6	14,29,45,62,79,97	0	7919
2240001	224	1	48000	100	147800	6	15	0	3843
2240002	224	2	96000	100	1576800	6	15,31	0	4827
2240003	224	3	192000	100	3153600	6	15,31,49	0	5811
2240004	224	4	384000	100	6307200	6	15,31,49,68	0	7076
2240005	224	5	768000	100	12614500	6	15,31,49,68,87	0	8481
2240006	224	6	1680000	100	12614500	6	15,31,49,68,87,107	0	8481
2250001	225	1	48000	100	147800	6	14	0	3703
2250002	225	2	96000	100	1576800	6	14,28	0	4406
2250003	225	3	192000	100	3153600	6	14,28,43	0	5249
2250004	225	4	384000	100	6307200	6	14,28,43,59	0	6233
2250005	225	5	768000	100	12614500	6	14,28,43,59,76	0	7217
2250006	225	6	1680000	100	12614500	6	14,28,43,59,76,94	0	7217
2260001	226	1	48000	100	147800	6	14	0	3703
2260002	226	2	96000	100	1576800	6	14,29	0	4546
2260003	226	3	192000	100	3153600	6	14,29,45	0	5670
2260004	226	4	384000	100	6307200	6	14,29,45,62	0	6935
2260005	226	5	768000	100	12614500	6	14,29,45,62,79	0	8200
2260006	226	6	1680000	100	12614500	6	14,29,45,62,79,97	0	8200
2270001	227	1	48000	100	147800	6	14	0	3703
2270002	227	2	96000	100	1576800	6	14,29	0	4546
2270003	227	3	192000	100	3153600	6	14,29,45	0	5389
2270004	227	4	384000	100	6307200	6	14,29,45,62	0	6514
2270005	227	5	768000	100	12614500	6	14,29,45,62,79	0	7638
2270006	227	6	1680000	100	12614500	6	14,29,45,62,79,97	0	7638
2280001	228	1	48000	100	147800	6	13	0	3562
2280002	228	2	96000	100	1576800	6	13,27	0	4265
2280003	228	3	192000	100	3153600	6	13,27,43	0	5108
2280004	228	4	384000	100	6307200	6	13,27,43,59	0	6092
2280005	228	5	768000	100	12614500	6	13,27,43,59,76	0	7217
2280006	228	6	1680000	100	12614500	6	13,27,43,59,76,94	0	7217
2290001	229	1	48000	100	147800	6	13	0	3562
2290002	229	2	96000	100	1576800	6	13,27	0	4265
2290003	229	3	192000	100	3153600	6	13,27,43	0	5108
2290004	229	4	384000	100	6307200	6	13,27,43,59	0	6092
2290005	229	5	768000	100	12614500	6	13,27,43,59,76	0	7357
2290006	229	6	1680000	100	12614500	6	13,27,43,59,76,94	0	7357
2300001	230	1	48000	100	147800	6	16	0	3984
2300002	230	2	96000	100	1576800	6	16,32	0	4968
2300003	230	3	192000	100	3153600	6	16,32,49	0	6092
2300004	230	4	384000	100	6307200	6	16,32,49,67	0	7217
2300005	230	5	768000	100	12614500	6	16,32,49,67,85	0	8481
2300006	230	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8481
2310001	231	1	48000	100	147800	6	16	0	3984
2310002	231	2	96000	100	1576800	6	16,32	0	4968
2310003	231	3	192000	100	3153600	6	16,32,49	0	6092
2310004	231	4	384000	100	6307200	6	16,32,49,67	0	7217
2310005	231	5	768000	100	12614500	6	16,32,49,67,85	0	8763
2310006	231	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8763
2320001	232	1	48000	100	147800	6	14	0	3703
2320002	232	2	96000	100	1576800	6	14,28	0	4406
2320003	232	3	192000	100	3153600	6	14,28,43	0	5249
2320004	232	4	384000	100	6307200	6	14,28,43,59	0	6092
2320005	232	5	768000	100	12614500	6	14,28,43,59,76	0	7076
2320006	232	6	1680000	100	12614500	6	14,28,43,59,76,94	0	7076
2330001	233	1	48000	100	147800	6	16	0	3984
2330002	233	2	96000	100	1576800	6	16,32	0	4968
2330003	233	3	192000	100	3153600	6	16,32,49	0	6092
2330004	233	4	384000	100	6307200	6	16,32,49,67	0	7357
2330005	233	5	768000	100	12614500	6	16,32,49,67,85	0	8622
2330006	233	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8622
2340001	234	1	48000	100	147800	6	17	0	4124
2340002	234	2	96000	100	1576800	6	17,34	0	5249
2340003	234	3	192000	100	3153600	6	17,34,52	0	6514
2340004	234	4	384000	100	6307200	6	17,34,52,71	0	7779
2340005	234	5	768000	100	12614500	6	17,34,52,71,90	0	9184
2340006	234	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9184
2350001	235	1	48000	100	147800	6	16	0	3984
2350002	235	2	96000	100	1576800	6	16,32	0	4968
2350003	235	3	192000	100	3153600	6	16,32,49	0	5952
2350004	235	4	384000	100	6307200	6	16,32,49,67	0	6935
2350005	235	5	768000	100	12614500	6	16,32,49,67,85	0	8060
2350006	235	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8060
2360001	236	1	48000	100	147800	6	17	0	4124
2360002	236	2	96000	100	1576800	6	17,33	0	5108
2360003	236	3	192000	100	3153600	6	17,33,49	0	6092
2360004	236	4	384000	100	6307200	6	17,33,49,66	0	7076
2360005	236	5	768000	100	12614500	6	17,33,49,66,83	0	8200
2360006	236	6	1680000	100	12614500	6	17,33,49,66,83,101	0	8200
2370001	237	1	48000	100	147800	6	17	0	4124
2370002	237	2	96000	100	1576800	6	17,31	0	4968
2370003	237	3	192000	100	3153600	6	17,31,48	0	6092
2370004	237	4	384000	100	6307200	6	17,31,48,64	0	7076
2370005	237	5	768000	100	12614500	6	17,31,48,64,81	0	8200
2370006	237	6	1680000	100	12614500	6	17,31,48,64,81,99	0	8200
2380001	238	1	48000	100	147800	6	16	0	3984
2380002	238	2	96000	100	1576800	6	16,31	0	4827
2380003	238	3	192000	100	3153600	6	16,31,48	0	5952
2380004	238	4	384000	100	6307200	6	16,31,48,64	0	6935
2380005	238	5	768000	100	12614500	6	16,31,48,64,81	0	8060
2380006	238	6	1680000	100	12614500	6	16,31,48,64,81,99	0	8060
2390001	239	1	48000	100	147800	6	13	0	3562
2390002	239	2	96000	100	1576800	6	13,28	0	4406
2390003	239	3	192000	100	3153600	6	13,28,43	0	5249
2390004	239	4	384000	100	6307200	6	13,28,43,59	0	6233
2390005	239	5	768000	100	12614500	6	13,28,43,59,76	0	7498
2390006	239	6	1680000	100	12614500	6	13,28,43,59,76,94	0	7498
2400001	240	1	48000	100	147800	6	16	0	3984
2400002	240	2	96000	100	1576800	6	16,31	0	4827
2400003	240	3	192000	100	3153600	6	16,31,48	0	5811
2400004	240	4	384000	100	6307200	6	16,31,48,64	0	6795
2400005	240	5	768000	100	12614500	6	16,31,48,64,81	0	7919
2400006	240	6	1680000	100	12614500	6	16,31,48,64,81,99	0	7919
2410001	241	1	48000	100	147800	6	16	0	3984
2410002	241	2	96000	100	1576800	6	16,32	0	4968
2410003	241	3	192000	100	3153600	6	16,32,49	0	5952
2410004	241	4	384000	100	6307200	6	16,32,49,67	0	6935
2410005	241	5	768000	100	12614500	6	16,32,49,67,85	0	8060
2410006	241	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8060
2420001	242	1	48000	100	147800	6	18	0	4265
2420002	242	2	96000	100	1576800	6	18,33	0	5108
2420003	242	3	192000	100	3153600	6	18,33,52	0	6514
2420004	242	4	384000	100	6307200	6	18,33,52,70	0	7779
2420005	242	5	768000	100	12614500	6	18,33,52,70,87	0	8903
2420006	242	6	1680000	100	12614500	6	18,33,52,70,87,105	0	8903
2430001	243	1	48000	100	147800	6	16	0	3984
2430002	243	2	96000	100	1576800	6	16,31	0	4827
2430003	243	3	192000	100	3153600	6	16,31,48	0	6092
2430004	243	4	384000	100	6307200	6	16,31,48,64	0	7357
2430005	243	5	768000	100	12614500	6	16,31,48,64,81	0	8481
2430006	243	6	1680000	100	12614500	6	16,31,48,64,81,99	0	8481
2440001	244	1	48000	100	147800	6	16	0	3984
2440002	244	2	96000	100	1576800	6	16,32	0	4968
2440003	244	3	192000	100	3153600	6	16,32,49	0	6233
2440004	244	4	384000	100	6307200	6	16,32,49,67	0	7498
2440005	244	5	768000	100	12614500	6	16,32,49,67,85	0	8622
2440006	244	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8622
2450001	245	1	48000	100	147800	6	17	0	4124
2450002	245	2	96000	100	1576800	6	17,34	0	5249
2450003	245	3	192000	100	3153600	6	17,34,52	0	6514
2450004	245	4	384000	100	6307200	6	17,34,52,71	0	7779
2450005	245	5	768000	100	12614500	6	17,34,52,71,90	0	9184
2450006	245	6	1680000	100	12614500	6	17,34,52,71,90,110	0	9184
2460001	246	1	48000	100	147800	6	17	0	4124
2460002	246	2	96000	100	1576800	6	17,34	0	5249
2460003	246	3	192000	100	3153600	6	17,34,52	0	6514
2460004	246	4	384000	100	6307200	6	17,34,52,70	0	7779
2460005	246	5	768000	100	12614500	6	17,34,52,70,88	0	9044
2460006	246	6	1680000	100	12614500	6	17,34,52,70,88,107	0	9044
2470001	247	1	48000	100	147800	6	16	0	3984
2470002	247	2	96000	100	1576800	6	16,33	0	5108
2470003	247	3	192000	100	3153600	6	16,33,50	0	6373
2470004	247	4	384000	100	6307200	6	16,33,50,68	0	7638
2470005	247	5	768000	100	12614500	6	16,33,50,68,87	0	9044
2470006	247	6	1680000	100	12614500	6	16,33,50,68,87,107	0	9044
2480001	248	1	48000	100	147800	6	16	0	3984
2480002	248	2	96000	100	1576800	6	16,32	0	4968
2480003	248	3	192000	100	3153600	6	16,32,49	0	6092
2480004	248	4	384000	100	6307200	6	16,32,49,67	0	7357
2480005	248	5	768000	100	12614500	6	16,32,49,67,85	0	8763
2480006	248	6	1680000	100	12614500	6	16,32,49,67,85,104	0	8763
2490001	249	1	48000	100	147800	6	16	0	3984
2490002	249	2	96000	100	1576800	6	16,32	0	4968
2490003	249	3	192000	100	3153600	6	16,32,49	0	6092
2490004	249	4	384000	100	6307200	6	16,32,49,67	0	7357
2490005	249	5	768000	100	12614500	6	16,32,49,67,84	0	8622
2490006	249	6	1680000	100	12614500	6	16,32,49,67,84,103	0	8622
2500001	250	1	48000	100	147800	6	16	0	3984
2500002	250	2	96000	100	1576800	6	16,32	0	4968
2500003	250	3	192000	100	3153600	6	16,32,49	0	6092
2500004	250	4	384000	100	6307200	6	16,32,49,66	0	7217
2500005	250	5	768000	100	12614500	6	16,32,49,66,84	0	8481
2500006	250	6	1680000	100	12614500	6	16,32,49,66,84,103	0	8481
2510001	251	1	48000	100	147800	6	16	0	3984
2510002	251	2	96000	100	1576800	6	16,32	0	4968
2510003	251	3	192000	100	3153600	6	16,32,49	0	6092
2510004	251	4	384000	100	6307200	6	16,32,49,66	0	7217
2510005	251	5	768000	100	12614500	6	16,32,49,66,84	0	8481
2510006	251	6	1680000	100	12614500	6	16,32,49,66,84,103	0	8481
2520001	252	1	48000	100	147800	6	16	0	3984
2520002	252	2	96000	100	1576800	6	16,32	0	4968
2520003	252	3	192000	100	3153600	6	16,32,49	0	6092
2520004	252	4	384000	100	6307200	6	16,32,49,66	0	7217
2520005	252	5	768000	100	12614500	6	16,32,49,66,83	0	8341
2520006	252	6	1680000	100	12614500	6	16,32,49,66,83,102	0	8341
2530001	253	1	48000	100	147800	6	16	0	3984
2530002	253	2	96000	100	1576800	6	16,32	0	4968
2530003	253	3	192000	100	3153600	6	16,32,48	0	5952
2530004	253	4	384000	100	6307200	6	16,32,48,65	0	7076
2530005	253	5	768000	100	12614500	6	16,32,48,65,82	0	8200
2530006	253	6	1680000	100	12614500	6	16,32,48,65,82,100	0	8200
2540001	254	1	48000	100	147800	6	16	0	3984
2540002	254	2	96000	100	1576800	6	16,33	0	5108
2540003	254	3	192000	100	3153600	6	16,33,50	0	6233
2540004	254	4	384000	100	6307200	6	16,33,50,68	0	7357
2540005	254	5	768000	100	12614500	6	16,33,50,68,87	0	8622
2540006	254	6	1680000	100	12614500	6	16,33,50,68,87,107	0	8622
2550001	255	1	48000	100	147800	6	16	0	3984
2550002	255	2	96000	100	1576800	6	16,33	0	5108
2550003	255	3	192000	100	3153600	6	16,33,50	0	6233
2550004	255	4	384000	100	6307200	6	16,33,50,67	0	7498
2550005	255	5	768000	100	12614500	6	16,33,50,67,86	0	8903
2550006	255	6	1680000	100	12614500	6	16,33,50,67,86,106	0	8903
2560001	256	1	48000	100	147800	6	16	0	3984
2560002	256	2	96000	100	1576800	6	16,32	0	4968
2560003	256	3	192000	100	3153600	6	16,32,48	0	6092
2560004	256	4	384000	100	6307200	6	16,32,48,65	0	7357
2560005	256	5	768000	100	12614500	6	16,32,48,65,82	0	8622
2560006	256	6	1680000	100	12614500	6	16,32,48,65,82,101	0	8622
2570001	257	1	48000	100	147800	6	16	0	3984
2570002	257	2	96000	100	1576800	6	16,33	0	5108
2570003	257	3	192000	100	3153600	6	16,33,50	0	6233
2570004	257	4	384000	100	6307200	6	16,33,50,67	0	7498
2570005	257	5	768000	100	12614500	6	16,33,50,67,84	0	8763
2570006	257	6	1680000	100	12614500	6	16,33,50,67,84,103	0	8763
2580001	258	1	48000	100	147800	6	17	0	4124
2580002	258	2	96000	100	1576800	6	17,35	0	5389
2580003	258	3	192000	100	3153600	6	17,35,52	0	6654
2580004	258	4	384000	100	6307200	6	17,35,52,71	0	8060
2580005	258	5	768000	100	12614500	6	17,35,52,71,90	0	9465
2580006	258	6	1680000	100	12614500	6	17,35,52,71,90,110	0	9465
2590001	259	1	48000	100	147800	6	16	0	3984
2590002	259	2	96000	100	1576800	6	16,33	0	5108
2590003	259	3	192000	100	3153600	6	16,33,50	0	6373
2590004	259	4	384000	100	6307200	6	16,33,50,67	0	7638
2590005	259	5	768000	100	12614500	6	16,33,50,67,86	0	9044
2590006	259	6	1680000	100	12614500	6	16,33,50,67,86,106	0	9044
2600001	260	1	48000	100	147800	6	16	0	3984
2600002	260	2	96000	100	1576800	6	16,32	0	4968
2600003	260	3	192000	100	3153600	6	16,32,49	0	6092
2600004	260	4	384000	100	6307200	6	16,32,49,67	0	7357
2600005	260	5	768000	100	12614500	6	16,32,49,67,84	0	8763
2600006	260	6	1680000	100	12614500	6	16,32,49,67,84,103	0	8763
2610001	261	1	48000	100	147800	6	18	0	4265
2610002	261	2	96000	100	1576800	6	18,36	0	5530
2610003	261	3	192000	100	3153600	6	18,36,54	0	6795
2610004	261	4	384000	100	6307200	6	18,36,54,73	0	8200
2610005	261	5	768000	100	12614500	6	18,36,54,73,92	0	9606
2610006	261	6	1680000	100	12614500	6	18,36,54,73,92,113	0	9606
2620001	262	1	48000	100	147800	6	16	0	3984
2620002	262	2	96000	100	1576800	6	16,32	0	4968
2620003	262	3	192000	100	3153600	6	16,32,48	0	6092
2620004	262	4	384000	100	6307200	6	16,32,48,65	0	7357
2620005	262	5	768000	100	12614500	6	16,32,48,65,82	0	8763
2620006	262	6	1680000	100	12614500	6	16,32,48,65,82,101	0	8763
2630001	263	1	48000	100	147800	6	15	0	3843
2630002	263	2	96000	100	1576800	6	15,31	0	4827
2630003	263	3	192000	100	3153600	6	15,31,49	0	5811
2630004	263	4	384000	100	6307200	6	15,31,49,68	0	6935
2630005	263	5	768000	100	12614500	6	15,31,49,68,87	0	8200
2630006	263	6	1680000	100	12614500	6	15,31,49,68,87,107	0	8200
2640001	264	1	48000	100	147800	6	15	0	3843
2640002	264	2	96000	100	1576800	6	15,30	0	4687
2640003	264	3	192000	100	3153600	6	15,30,46	0	5670
2640004	264	4	384000	100	6307200	6	15,30,46,63	0	6795
2640005	264	5	768000	100	12614500	6	15,30,46,63,80	0	7919
2640006	264	6	1680000	100	12614500	6	15,30,46,63,80,99	0	7919
2650001	265	1	48000	100	147800	6	15	0	3843
2650002	265	2	96000	100	1576800	6	15,31	0	4827
2650003	265	3	192000	100	3153600	6	15,31,48	0	5952
2650004	265	4	384000	100	6307200	6	15,31,48,65	0	7217
2650005	265	5	768000	100	12614500	6	15,31,48,65,82	0	8481
2650006	265	6	1680000	100	12614500	6	15,31,48,65,82,100	0	8481
2660001	266	1	48000	100	147800	6	16	0	3984
2660002	266	2	96000	100	1576800	6	16,32	0	4968
