id	type	目标	描述	品质	活跃值	完成次数	completeRewards	跳转页面	跳转的冒险子页面id	跳转类型	跳转条件	引导脚本
135	1	拼合奥义	有奥义碎片时，将之凑齐即可拼合奥义	4	3	1	61001:1502001:30	AdventurePage	8	0	none	none
136	1	拼合奥义	有奥义碎片时，将之凑齐即可拼合奥义	3	5	2	61001:1502001:50	AdventurePage	8	0	none	none
137	1	拼合奥义	有奥义碎片时，将之凑齐即可拼合奥义	2	8	3	61001:1502001:80	AdventurePage	8	0	none	none
138	1	拼合奥义	有奥义碎片时，将之凑齐即可拼合奥义	1	12	4	61001:1502001:120	AdventurePage	8	0	none	none
139	1	开宝箱	开宝箱是获得A、B装备的最佳途径	4	3	2	61001:1502001:30	PackagePage	2	0	none	none
140	1	开宝箱	开宝箱是获得A、B装备的最佳途径	3	5	3	61001:1502001:50	PackagePage	2	0	none	none
141	1	开宝箱	开宝箱是获得A、B装备的最佳途径	2	8	4	61001:1502001:80	PackagePage	2	0	none	none
142	1	开宝箱	开宝箱是获得A、B装备的最佳途径	1	12	5	61001:1502001:120	PackagePage	2	0	none	none
143	1	商店招募	在商店中招募船员，首次付费亿万招募必得A	4	3	1	61001:1502001:30	MarketPage	0	0	none	none
144	1	商店招募	在商店中招募船员，首次付费亿万招募必得A	3	5	2	61001:1502001:50	MarketPage	0	0	none	none
145	1	商店招募	在商店中招募船员，首次付费亿万招募必得A	2	8	3	61001:1502001:80	MarketPage	0	0	none	none
146	1	商店招募	在商店中招募船员，首次付费亿万招募必得A	1	12	4	61001:1502001:120	MarketPage	0	0	none	none
147	1	影子招募	凑齐影子可以在船员界面招募对应船员	4	3	1	61001:1502001:30	DisciplePage	2	0	none	none
148	1	影子招募	凑齐影子可以在船员界面招募对应船员	3	5	2	61001:1502001:50	DisciplePage	2	0	none	none
149	1	影子招募	凑齐影子可以在船员界面招募对应船员	2	8	3	61001:1502001:80	DisciplePage	2	0	none	none
150	1	影子招募	凑齐影子可以在船员界面招募对应船员	1	12	4	61001:1502001:120	DisciplePage	2	0	none	none
151	1	船员突破	凑齐影子可将已有船员进行突破获取潜力	4	3	1	61001:1502001:30	DisciplePage	2	0	none	none
152	1	船员突破	凑齐影子可将已有船员进行突破获取潜力	3	5	2	61001:1502001:50	DisciplePage	2	0	none	none
153	1	船员突破	凑齐影子可将已有船员进行突破获取潜力	2	8	3	61001:1502001:80	DisciplePage	2	0	none	none
154	1	船员突破	凑齐影子可将已有船员进行突破获取潜力	1	12	4	61001:1502001:120	DisciplePage	2	0	none	none
155	1	船员培养	培养可将船员升级获得的潜力转化为属性点	4	3	2	61001:1502001:30	DisciplePage	0	0	none	none
156	1	船员培养	培养可将船员升级获得的潜力转化为属性点	3	5	4	61001:1502001:50	DisciplePage	0	0	none	none
157	1	船员培养	培养可将船员升级获得的潜力转化为属性点	2	8	6	61001:1502001:80	DisciplePage	0	0	none	none
158	1	船员培养	培养可将船员升级获得的潜力转化为属性点	1	12	8	61001:1502001:120	DisciplePage	0	0	none	none
159	1	进行决斗	与其他玩家决斗，根据排名可领培养药剂	4	3	1	61001:1502001:30	ArenaPage	0	0	canArena	none
160	1	进行决斗	与其他玩家决斗，根据排名可领培养药剂	3	5	2	61001:1502001:50	ArenaPage	0	0	canArena	none
161	1	进行决斗	与其他玩家决斗，根据排名可领培养药剂	2	8	3	61001:1502001:80	ArenaPage	0	0	canArena	none
162	1	进行决斗	与其他玩家决斗，根据排名可领培养药剂	1	12	4	61001:1502001:120	ArenaPage	0	0	canArena	none
163	1	勇往直前	在勇往直前中可得宝箱、钥匙和海量贝里	4	3	10	61001:1502001:30	AdventurePage	5	0	adventureOpen	none
164	1	勇往直前	在勇往直前中可得宝箱、钥匙和海量贝里	3	5	15	61001:1502001:50	AdventurePage	5	0	adventureOpen	none
165	1	勇往直前	在勇往直前中可得宝箱、钥匙和海量贝里	2	8	20	61001:1502001:80	AdventurePage	5	0	adventureOpen	none
166	1	勇往直前	在勇往直前中可得宝箱、钥匙和海量贝里	1	12	25	61001:1502001:120	AdventurePage	5	0	adventureOpen	none
167	1	攻击黑胡子	每天20:30攻击黑胡子，可获得培养药剂	4	3	5	61001:1502001:30	AdventurePage	6	0	adventureOpen	none
168	1	攻击黑胡子	每天20:30攻击黑胡子，可获得培养药剂	3	5	10	61001:1502001:50	AdventurePage	6	0	adventureOpen	none
169	1	攻击黑胡子	每天20:30攻击黑胡子，可获得培养药剂	2	8	15	61001:1502001:80	AdventurePage	6	0	adventureOpen	none
170	1	攻击黑胡子	每天20:30攻击黑胡子，可获得培养药剂	1	12	20	61001:1502001:120	AdventurePage	6	0	adventureOpen	none
171	1	抢劫宝藏	抢夺正在运送的宝藏，胜利可得钻石	4	3	1	61001:1502001:30	AdventurePage	105	0	none	none
172	1	抢劫宝藏	抢夺正在运送的宝藏，胜利可得钻石	3	5	2	61001:1502001:50	AdventurePage	105	0	none	none
173	1	抢劫宝藏	抢夺正在运送的宝藏，胜利可得钻石	2	8	3	61001:1502001:80	AdventurePage	105	0	none	none
174	1	抢劫宝藏	抢夺正在运送的宝藏，胜利可得钻石	1	12	4	61001:1502001:120	AdventurePage	105	0	none	none
175	1	恶魔之力	攻打其他联盟的恶魔之力，可得联盟贡献	4	3	1	61001:1502001:30	LianMengTotem	0	0	hasLeagua	none
176	1	恶魔之力	攻打其他联盟的恶魔之力，可得联盟贡献	3	5	2	61001:1502001:50	LianMengTotem	0	0	hasLeagua	none
177	1	恶魔之力	攻打其他联盟的恶魔之力，可得联盟贡献	2	8	3	61001:1502001:80	LianMengTotem	0	0	hasLeagua	none
178	1	恶魔之力	攻打其他联盟的恶魔之力，可得联盟贡献	1	12	4	61001:1502001:120	LianMengTotem	0	0	hasLeagua	none
242	1	采摘果实	采摘恶魔果实，提升实力	4	3	1	61001:1502001:30	AdventurePage	135	0	none	none
243	1	采摘果实	采摘恶魔果实，提升实力	3	5	2	61001:1502001:50	AdventurePage	135	0	none	none
244	1	采摘果实	采摘恶魔果实，提升实力	2	8	3	61001:1502001:80	AdventurePage	135	0	none	none
245	1	采摘果实	采摘恶魔果实，提升实力	1	12	4	61001:1502001:120	AdventurePage	135	0	none	none
246	1	探索	探索1次	4	3	1	61001:1502001:30	EnergyCorePage	1	0	none	none
247	1	探索	探索2次	3	5	2	61001:1502001:50	EnergyCorePage	1	0	none	none
248	1	探索	探索3次	2	8	3	61001:1502001:80	EnergyCorePage	1	0	none	none
249	1	占卜	占卜大师可占卜出高级船员影子	4	3	1	61001:1502001:30	AdventurePage	106	0	none	none
250	1	占卜	占卜大师可占卜出高级船员影子	3	5	2	61001:1502001:50	AdventurePage	106	0	none	none
251	1	占卜	占卜大师可占卜出高级船员影子	2	8	3	61001:1502001:80	AdventurePage	106	0	none	none
252	1	占卜	占卜大师可占卜出高级船员影子	1	12	4	61001:1502001:120	AdventurePage	106	0	none	none
253	1	修行	修行提升战斗buff	4	3	1	61001:1502001:30	TeamBuffPage	0	0	hasTeamBuff	none
254	1	修行	修行提升战斗buff	3	5	2	61001:1502001:50	TeamBuffPage	0	0	hasTeamBuff	none
255	1	修行	修行提升战斗buff	2	8	3	61001:1502001:80	TeamBuffPage	0	0	hasTeamBuff	none
256	1	修行	修行提升战斗buff	1	12	4	61001:1502001:120	TeamBuffPage	0	0	hasTeamBuff	none
257	1	船员训练	船员训练提升船员实力	4	3	1	61001:1502001:30	AdventurePage	134	0	none	none
258	1	船员训练	船员训练提升船员实力	3	5	2	61001:1502001:50	AdventurePage	134	0	none	none
259	1	船员训练	船员训练提升船员实力	2	8	3	61001:1502001:80	AdventurePage	134	0	none	none
260	1	船员训练	船员训练提升船员实力	1	12	4	61001:1502001:120	AdventurePage	134	0	none	none
261	1	联盟捐献	联盟资金捐献1次	4	3	1	61001:1502001:30	LianMengBuildingPage	0	0	none	none
262	1	联盟捐献	联盟资金捐献3次	3	5	3	61001:1502001:50	LianMengBuildingPage	0	0	none	none
263	1	联盟捐献	联盟资金捐献5次	2	8	5	61001:1502001:80	LianMengBuildingPage	0	0	none	none
264	1	联盟捐献	联盟资金捐献10次	1	12	10	61001:1502001:120	LianMengBuildingPage	0	0	none	none
265	1	抢夺贝里	抢夺1次	4	3	1	61001:1502001:30	SnatchSilverPage	0	0	none	none
266	1	抢夺贝里	抢夺3次	3	5	3	61001:1502001:50	SnatchSilverPage	0	0	none	none
267	1	抢夺贝里	抢夺5次	2	8	5	61001:1502001:80	SnatchSilverPage	0	0	none	none
268	1	抢夺贝里	抢夺10次	1	12	10	61001:1502001:120	SnatchSilverPage	0	0	none	none
