NPC组ID	气势	人物1ID	人物1等级	人物2ID	人物2等级	人物3ID	人物3等级	人物4ID	人物4等级	人物5ID	人物5等级	人物6ID	人物6等级	人物7ID	人物7等级	人物8ID	人物8等级
2313	0	23131	2280	23132	2121	23133	1943	23134	1943	23135	1765	23136	1765	23137	1587	23138	1587
2314	0	23141	2400	23142	2232	23143	2043	23144	2043	23145	1854	23146	1854	23147	1665	23148	1665
2315	0	23151	2500	23152	2324	23153	2126	23154	2126	23155	1928	23156	1928	23157	1730	23158	1730
2316	0	23161	2600	23162	2416	23163	2209	23164	2209	23165	2002	23166	2002	23167	1795	23168	1795
2401	0	24011	2140	24012	2020	24013	1885	24014	1885	24015	1750	24016	1750	24017	1615	24018	1615
2402	0	24021	2180	24022	2056	24023	1918	24024	1918	24025	1779	24026	1779	24027	1641	24028	1641
2403	0	24031	2220	24032	2093	24033	1951	24034	1951	24035	1809	24036	1809	24037	1667	24038	1667
2404	0	24041	2260	24042	2130	24043	1984	24044	1984	24045	1838	24046	1838	24047	1693	24048	1693
2405	0	24051	2300	24052	2167	24053	2017	24054	2017	24055	1868	24056	1868	24057	1719	24058	1719
2406	0	24061	2340	24062	2204	24063	2051	24064	2051	24065	1898	24066	1898	24067	1745	24068	1745
2407	0	24071	2380	24072	2240	24073	2084	24074	2084	24075	1927	24076	1927	24077	1771	24078	1771
2408	0	24081	2420	24082	2277	24083	2117	24084	2117	24085	1957	24086	1957	24087	1797	24088	1797
2409	0	24091	2460	24092	2314	24093	2150	24094	2150	24095	1986	24096	1986	24097	1823	24098	1823
2410	0	24101	2500	24102	2351	24103	2183	24104	2183	24105	2016	24106	2016	24107	1849	24108	1849
2411	0	24111	2540	24112	2388	24113	2217	24114	2217	24115	2046	24116	2046	24117	1875	24118	1875
2412	0	24121	2580	24122	2424	24123	2250	24124	2250	24125	2075	24126	2075	24127	1901	24128	1901
2413	0	24131	2620	24132	2461	24133	2283	24134	2283	24135	2105	24136	2105	24137	1927	24138	1927
2414	0	24141	2740	24142	2572	24143	2383	24144	2383	24145	2194	24146	2194	24147	2005	24148	2005
2415	0	24151	2840	24152	2664	24153	2466	24154	2466	24155	2268	24156	2268	24157	2070	24158	2070
2416	0	24161	2940	24162	2756	24163	2549	24164	2549	24165	2342	24166	2342	24167	2135	24168	2135
2501	0	25011	2540	25012	2420	25013	2285	25014	2285	25015	2150	25016	2150	25017	2015	25018	2015
2502	0	25021	2580	25022	2456	25023	2318	25024	2318	25025	2179	25026	2179	25027	2041	25028	2041
2503	0	25031	2620	25032	2493	25033	2351	25034	2351	25035	2209	25036	2209	25037	2067	25038	2067
2504	0	25041	2660	25042	2530	25043	2384	25044	2384	25045	2238	25046	2238	25047	2093	25048	2093
2505	0	25051	2700	25052	2567	25053	2417	25054	2417	25055	2268	25056	2268	25057	2119	25058	2119
2506	0	25061	2740	25062	2604	25063	2451	25064	2451	25065	2298	25066	2298	25067	2145	25068	2145
2507	0	25071	2780	25072	2640	25073	2484	25074	2484	25075	2327	25076	2327	25077	2171	25078	2171
2508	0	25081	2820	25082	2677	25083	2517	25084	2517	25085	2357	25086	2357	25087	2197	25088	2197
2509	0	25091	2860	25092	2714	25093	2550	25094	2550	25095	2386	25096	2386	25097	2223	25098	2223
2510	0	25101	2900	25102	2751	25103	2583	25104	2583	25105	2416	25106	2416	25107	2249	25108	2249
2511	0	25111	2940	25112	2788	25113	2617	25114	2617	25115	2446	25116	2446	25117	2275	25118	2275
2512	0	25121	2980	25122	2824	25123	2650	25124	2650	25125	2475	25126	2475	25127	2301	25128	2301
2513	0	25131	3020	25132	2861	25133	2683	25134	2683	25135	2505	25136	2505	25137	2327	25138	2327
2514	0	25141	3140	25142	2972	25143	2783	25144	2783	25145	2594	25146	2594	25147	2405	25148	2405
2515	0	25151	3240	25152	3064	25153	2866	25154	2866	25155	2668	25156	2668	25157	2470	25158	2470
2516	0	25161	3340	25162	3156	25163	2949	25164	2949	25165	2742	25166	2742	25167	2535	25168	2535
2601	0	26011	3060	26012	2815	26013	2815	26014	2540	26015	2540	26016	2540	26017	2264	26018	2264
2602	0	26021	3080	26022	2834	26023	2834	26024	2556	26025	2556	26026	2556	26027	2279	26028	2279
2603	0	26031	3100	26032	2852	26033	2852	26034	2573	26035	2573	26036	2573	26037	2294	26038	2294
2604	0	26041	3120	26042	2870	26043	2870	26044	2590	26045	2590	26046	2590	26047	2309	26048	2309
2605	0	26051	3140	26052	2889	26053	2889	26054	2606	26055	2606	26056	2606	26057	2324	26058	2324
2606	0	26061	3180	26062	2926	26063	2926	26064	2639	26065	2639	26066	2639	26067	2353	26068	2353
2607	0	26071	3200	26072	2944	26073	2944	26074	2656	26075	2656	26076	2656	26077	2368	26078	2368
2608	0	26081	3220	26082	2962	26083	2962	26084	2673	26085	2673	26086	2673	26087	2383	26088	2383
2609	0	26091	3240	26092	2981	26093	2981	26094	2689	26095	2689	26096	2689	26097	2398	26098	2398
2610	0	26101	3260	26102	2999	26103	2999	26104	2706	26105	2706	26106	2706	26107	2412	26108	2412
2611	0	26111	3280	26112	3018	26113	3018	26114	2722	26115	2722	26116	2722	26117	2427	26118	2427
2612	0	26121	3320	26122	3054	26123	3054	26124	2756	26125	2756	26126	2756	26127	2457	26128	2457
2613	0	26131	3360	26132	3091	26133	3091	26134	2789	26135	2789	26136	2789	26137	2486	26138	2486
2614	0	26141	3400	26142	3128	26143	3128	26144	2822	26145	2822	26146	2822	26147	2516	26148	2516
2615	0	26151	3440	26152	3165	26153	3165	26154	2855	26155	2855	26156	2855	26157	2546	26158	2546
2616	0	26161	3520	26162	3238	26163	3238	26164	2922	26165	2922	26166	2922	26167	2605	26168	2605
2701	0	27011	3320	27012	3054	27013	3054	27014	2756	27015	2756	27016	2756	27017	2457	27018	2457
2702	0	27021	3350	27022	3082	27023	3082	27024	2781	27025	2781	27027	2781	27027	2479	27028	2479
2703	0	27031	3380	27032	3110	27033	3110	27034	2805	27035	2805	27036	2805	27037	2501	27038	2501
2704	0	27041	3410	27042	3137	27043	3137	27044	2830	27045	2830	27046	2830	27047	2523	27048	2523
2705	0	27051	3440	27052	3165	27053	3165	27054	2855	27055	2855	27056	2855	27057	2546	27058	2546
2706	0	27061	3490	27062	3211	27063	3211	27064	2897	27065	2897	27066	2897	27067	2583	27068	2583
2707	0	27071	3470	27072	3192	27073	3192	27074	2880	27075	2880	27076	2880	27077	2568	27078	2568
2708	0	27081	3500	27082	3220	27083	3220	27084	2905	27085	2905	27086	2905	27087	2590	27088	2590
2709	0	27091	3530	27092	3248	27093	3248	27094	2930	27095	2930	27096	2930	27097	2612	27098	2612
2710	0	27101	3560	27102	3275	27103	3275	27104	2955	27105	2955	27106	2955	27107	2634	27108	2634
2711	0	27111	3590	27112	3303	27113	3303	27114	2980	27115	2980	27116	2980	27117	2657	27118	2657
2712	0	27121	3640	27122	3349	27123	3349	27124	3021	27125	3021	27126	3021	27127	2694	27128	2694
2713	0	27131	3690	27132	3395	27133	3395	27134	3063	27135	3063	27136	3063	27137	2731	27138	2731
2714	0	27141	3740	27142	3441	27143	3441	27144	3104	27145	3104	27146	3104	27147	2768	27148	2768
2715	0	27151	3750	27152	3450	27153	3450	27154	3113	27155	3113	27156	3113	27157	2775	27158	2775
2716	0	27161	3850	27162	3542	27163	3542	27164	3196	27165	3196	27166	3196	27167	2849	27168	2849
2801	0	28011	4316	28012	3970	28013	3970	28014	3583	28015	3583	28016	3583	28017	3194	28018	3194
2802	0	28021	4355	28022	4007	28023	4007	28024	3615	28025	3615	28026	3615	28027	3223	28028	3223
2803	0	28031	4394	28032	4043	28033	4043	28034	3647	28035	3647	28036	3647	28037	3251	28038	3251
2804	0	28041	4433	28042	4078	28043	4078	28044	3679	28045	3679	28046	3679	28047	3280	28048	3280
2805	0	28051	4472	28052	4115	28053	4115	28054	3712	28055	3712	28056	3712	28057	3310	28058	3310
2806	0	28061	4537	28062	4174	28063	4174	28064	3766	28065	3766	28066	3766	28067	3358	28068	3358
2807	0	28071	4511	28072	4150	28073	4150	28074	3744	28075	3744	28076	3744	28077	3338	28078	3338
2808	0	28081	4550	28082	4186	28083	4186	28084	3777	28085	3777	28086	3777	28087	3367	28088	3367
2809	0	28091	4589	28092	4222	28093	4222	28094	3809	28095	3809	28096	3809	28097	3396	28098	3396
2810	0	28101	4628	28102	4258	28103	4258	28104	3842	28105	3842	28106	3842	28107	3424	28108	3424
2811	0	28111	4667	28112	4294	28113	4294	28114	3874	28115	3874	28116	3874	28117	3454	28118	3454
2812	0	28121	4732	28122	4354	28123	4354	28124	3928	28125	3928	28126	3928	28128	3502	28128	3502
2813	0	28131	4797	28132	4414	28133	4414	28134	3982	28135	3982	28136	3982	28137	3550	28138	3550
2814	0	28141	4862	28142	4473	28143	4473	28144	4035	28145	4035	28146	4035	28147	3598	28148	3598
2815	0	28151	4875	28152	4485	28153	4485	28154	4047	28155	4047	28156	4047	28157	3608	28158	3608
2816	0	28161	5005	28162	4605	28163	4605	28164	4155	28165	4155	28166	4155	28167	3704	28168	3704
2901	0	29011	5316	29012	4970	29013	4970	29014	4583	29015	4583	29016	4583	29017	4194	29018	4194
2902	0	29021	5355	29022	5007	29023	5007	29024	4615	29025	4615	29026	4615	29027	4223	29028	4223
2903	0	29031	5394	29032	5043	29033	5043	29034	4647	29035	4647	29036	4647	29037	4251	29038	4251
2904	0	29041	5433	29042	5078	29043	5078	29044	4679	29045	4679	29046	4679	29047	4290	29048	4290
2905	0	29051	5472	29052	5115	29053	5115	29054	4712	29055	4712	29056	4712	29057	4310	29058	4310
2906	0	29061	5537	29062	5174	29063	5174	29064	4766	29065	4766	29066	4766	29067	4358	29068	4358
2907	0	29071	5511	29072	5150	29073	5150	29074	4744	29075	4744	29076	4744	29077	4338	29078	4338
2908	0	29081	5550	29082	5186	29083	5186	29084	4777	29085	4777	29086	4777	29087	4367	29088	4367
2909	0	29091	5589	29092	5222	29093	5222	29094	4809	29095	4809	29096	4809	29097	4396	29098	4396
2910	0	29101	5629	29102	5258	29103	5258	29104	4842	29105	4842	29106	4842	29107	4424	29108	4424
2911	0	29111	5667	29112	5294	29113	5294	29114	4874	29115	4874	29116	4874	29117	4454	29118	4454
2912	0	29121	5732	29122	5354	29123	5354	29124	4929	29125	4929	29126	4929	29129	4502	29129	4502
2913	0	29131	5797	29132	5414	29133	5414	29134	4982	29135	4982	29136	4982	29137	4550	29138	4550
2914	0	29141	5862	29142	5473	29143	5473	29144	5035	29145	5035	29146	5035	29147	4598	29148	4598
2915	0	29151	5875	29152	5485	29153	5485	29154	5047	29155	5047	29156	5047	29157	4608	29158	4608
2916	0	29161	6005	29162	5605	29163	5605	29164	5155	29165	5155	29166	5155	29167	4704	29168	4704
3001	0	30011	6316	30012	5970	30013	5970	30014	5583	30015	5583	30016	5583	30017	5194	30018	5194
3002	0	30021	6355	30022	6007	30023	6007	30024	5615	30025	5615	30026	5615	30027	5223	30028	5223
3003	0	30031	6394	30032	6043	30033	6043	30034	5647	30035	5647	30036	5647	30037	5251	30038	5251
3004	0	30041	6433	30042	6078	30043	6078	30044	5679	30045	5679	30046	5679	30047	5300	30048	5300
3005	0	30051	6472	30052	6115	30053	6115	30054	5712	30055	5712	30056	5712	30057	5310	30058	5310
3006	0	30061	6537	30062	6174	30063	6174	30064	5766	30065	5766	30066	5766	30067	5358	30068	5358
3007	0	30071	6511	30072	6150	30073	6150	30074	5744	30075	5744	30076	5744	30077	5338	30078	5338
3008	0	30081	6550	30082	6186	30083	6186	30084	5777	30085	5777	30086	5777	30087	5367	30088	5367
3009	0	30091	6589	30092	6222	30093	6222	30094	5809	30095	5809	30096	5809	30097	5396	30098	5396
3010	0	30101	6630	30102	6258	30103	6258	30104	5842	30105	5842	30106	5842	30107	5424	30108	5424
3011	0	30111	6667	30112	6304	30113	6304	30114	5874	30115	5874	30116	5874	30117	5454	30118	5454
3012	0	30121	6732	30122	6354	30123	6354	30124	5930	30125	5930	30126	5930	30127	5502	30128	5502
3013	0	30131	6797	30132	6414	30133	6414	30134	5982	30135	5982	30136	5982	30137	5550	30138	5550
3014	0	30141	6862	30142	6473	30143	6473	30144	6035	30145	6035	30146	6035	30147	5598	30148	5598
3015	0	30151	6875	30152	6485	30153	6485	30154	6047	30155	6047	30156	6047	30157	5608	30158	5608
3016	0	30161	7005	30162	6605	30163	6605	30164	6155	30165	6155	30166	6155	30167	5704	30168	5704
100101	0	1021	7	1022	5	0	0	0	0	0	0	0	0	0	0	0	0
100102	0	1021	25	1022	16	0	0	0	0	0	0	0	0	0	0	0	0
100103	0	1031	25	1032	16	0	0	0	0	0	0	0	0	0	0	0	0
100104	0	1041	27	1042	16	0	0	0	0	0	0	0	0	0	0	0	0
100105	0	1051	27	1052	16	0	0	0	0	0	0	0	0	0	0	0	0
100106	0	1061	30	1062	19	0	0	0	0	0	0	0	0	0	0	0	0
100201	0	2011	27	2012	18	2013	13	0	0	0	0	0	0	0	0	0	0
100202	0	2021	28	2022	19	2023	13	0	0	0	0	0	0	0	0	0	0
100203	0	2031	31	2032	21	2033	15	0	0	0	0	0	0	0	0	0	0
100204	0	2041	31	2042	21	2043	15	0	0	0	0	0	0	0	0	0	0
100205	0	2051	33	2052	22	2053	16	0	0	0	0	0	0	0	0	0	0
100206	0	2061	34	2062	24	2063	16	0	0	0	0	0	0	0	0	0	0
100207	0	2071	36	2072	24	2073	18	0	0	0	0	0	0	0	0	0	0
100301	0	3011	42	3012	28	3013	21	0	0	0	0	0	0	0	0	0	0
100302	0	3021	43	3022	30	3023	21	0	0	0	0	0	0	0	0	0	0
100303	0	3031	45	3032	31	3033	22	0	0	0	0	0	0	0	0	0	0
100304	0	3041	48	3042	33	3043	24	0	0	0	0	0	0	0	0	0	0
100305	0	3051	49	3052	34	3053	24	0	0	0	0	0	0	0	0	0	0
100306	0	3061	51	3062	34	3063	25	0	0	0	0	0	0	0	0	0	0
100307	0	3071	52	3072	36	3073	25	0	0	0	0	0	0	0	0	0	0
100308	0	3081	58	3082	40	3083	28	0	0	0	0	0	0	0	0	0	0
100309	0	3091	61	3092	42	3093	30	0	0	0	0	0	0	0	0	0	0
100401	0	4011	74	4012	50	4013	36	0	0	0	0	0	0	0	0	0	0
100402	0	4021	76	4022	52	4023	38	0	0	0	0	0	0	0	0	0	0
100403	0	4031	78	4032	54	4033	38	0	0	0	0	0	0	0	0	0	0
100404	0	4041	88	4042	60	4043	44	0	0	0	0	0	0	0	0	0	0
100405	0	4051	86	4052	60	4053	42	0	0	0	0	0	0	0	0	0	0
100406	0	4061	88	4062	60	4063	44	0	0	0	0	0	0	0	0	0	0
100407	0	4071	90	4072	62	4073	44	0	0	0	0	0	0	0	0	0	0
100408	0	4081	92	4082	64	4083	46	0	0	0	0	0	0	0	0	0	0
100409	0	4091	94	4092	64	4093	46	0	0	0	0	0	0	0	0	0	0
100410	0	4101	98	4102	68	4103	52	0	0	0	0	0	0	0	0	0	0
100501	0	5011	92	5012	68	5013	58	5014	50	0	0	0	0	0	0	0	0
100502	0	5021	94	5022	68	5023	60	5024	50	0	0	0	0	0	0	0	0
100503	0	5031	96	5032	70	5033	62	5034	52	0	0	0	0	0	0	0	0
100504	0	5041	98	5042	72	5043	62	5044	52	0	0	0	0	0	0	0	0
100505	0	5051	100	5052	74	5053	64	5054	54	0	0	0	0	0	0	0	0
100506	0	5061	102	5062	74	5063	66	5064	56	0	0	0	0	0	0	0	0
100507	0	5071	104	5072	76	5073	66	5074	56	0	0	0	0	0	0	0	0
100508	0	5081	108	5082	78	5083	70	5084	58	0	0	0	0	0	0	0	0
100509	0	5091	112	5092	82	5093	72	5094	60	0	0	0	0	0	0	0	0
100510	0	5101	120	5102	88	5103	78	5104	66	0	0	0	0	0	0	0	0
100601	0	6011	122	6012	90	6013	78	6014	66	0	0	0	0	0	0	0	0
100602	0	6021	124	6022	90	6023	80	6024	68	0	0	0	0	0	0	0	0
100603	0	6031	126	6032	92	6033	80	6034	68	0	0	0	0	0	0	0	0
100604	0	6041	128	6042	94	6043	82	6044	70	0	0	0	0	0	0	0	0
100605	0	6051	132	6052	96	6053	84	6054	72	0	0	0	0	0	0	0	0
100606	0	6061	134	6062	98	6063	86	6064	72	0	0	0	0	0	0	0	0
100607	0	6071	136	6072	100	6073	88	6074	74	0	0	0	0	0	0	0	0
100608	0	6081	138	6082	102	6083	88	6084	74	0	0	0	0	0	0	0	0
100609	0	6091	140	6092	102	6093	90	6094	76	0	0	0	0	0	0	0	0
100610	0	6101	144	6102	106	6103	92	6104	78	0	0	0	0	0	0	0	0
100611	0	6111	148	6112	108	6113	96	6114	80	0	0	0	0	0	0	0	0
100612	0	6121	158	6122	116	6123	102	6124	86	0	0	0	0	0	0	0	0
100701	0	7011	150	7012	110	7013	110	7014	96	7015	82	0	0	0	0	0	0
100702	0	7021	152	7022	112	7023	112	7024	98	7025	82	0	0	0	0	0	0
100703	0	7031	154	7032	112	7033	112	7034	100	7035	84	0	0	0	0	0	0
100704	0	7041	156	7042	114	7043	114	7044	100	7045	84	0	0	0	0	0	0
100705	0	7051	162	7052	118	7053	118	7054	104	7055	88	0	0	0	0	0	0
100706	0	7061	160	7062	118	7063	118	7064	104	7065	88	0	0	0	0	0	0
100707	0	7071	162	7072	118	7073	118	7074	104	7075	88	0	0	0	0	0	0
100708	0	7081	164	7082	120	7083	120	7084	106	7085	90	0	0	0	0	0	0
100709	0	7091	166	7092	122	7093	122	7094	106	7095	90	0	0	0	0	0	0
100710	0	7101	172	7102	126	7103	126	7104	110	7105	94	0	0	0	0	0	0
100711	0	7111	178	7112	130	7113	130	7114	114	7115	96	0	0	0	0	0	0
100712	0	7121	182	7122	134	7123	134	7124	118	7125	100	0	0	0	0	0	0
100801	0	8011	180	8012	132	8013	132	8014	116	8015	98	0	0	0	0	0	0
100802	0	8021	182	8022	134	8023	134	8024	118	8025	100	0	0	0	0	0	0
100803	0	8031	184	8032	136	8033	136	8034	118	8035	100	0	0	0	0	0	0
100804	0	8041	186	8042	136	8043	136	8044	120	8045	102	0	0	0	0	0	0
100805	0	8051	190	8052	140	8053	140	8054	122	8055	104	0	0	0	0	0	0
100806	0	8061	188	8062	138	8063	138	8064	122	8065	102	0	0	0	0	0	0
100807	0	8071	190	8072	140	8073	140	8074	122	8075	104	0	0	0	0	0	0
100808	0	8081	192	8082	142	8083	142	8084	124	8085	104	0	0	0	0	0	0
100809	0	8091	194	8092	142	8093	142	8094	126	8095	106	0	0	0	0	0	0
100810	0	8101	202	8102	148	8103	148	8104	130	8105	110	0	0	0	0	0	0
100811	0	8111	202	8112	148	8113	148	8114	130	8115	110	0	0	0	0	0	0
100812	0	8121	210	8122	154	8123	154	8124	136	8125	114	0	0	0	0	0	0
100813	0	8131	216	8132	158	8133	158	8134	140	8135	118	0	0	0	0	0	0
100901	0	9011	159	9012	130	9013	117	9014	117	9015	102	9016	94	0	0	0	0
100902	0	9021	162	9022	133	9023	118	9024	118	9025	105	9026	96	0	0	0	0
100903	0	9031	165	9032	136	9033	121	9034	121	9035	106	9036	99	0	0	0	0
100904	0	9041	168	9042	138	9043	123	9044	123	9045	108	9046	100	0	0	0	0
100905	0	9051	171	9052	141	9053	126	9054	126	9055	111	9056	102	0	0	0	0
100906	0	9061	177	9062	145	9063	130	9064	130	9065	114	9066	105	0	0	0	0
100907	0	9071	175	9072	145	9073	129	9074	129	9075	114	9076	105	0	0	0	0
100908	0	9081	178	9082	147	9083	132	9084	132	9085	115	9086	106	0	0	0	0
100909	0	9091	181	9092	150	9093	133	9094	133	9095	117	9096	108	0	0	0	0
100910	0	9101	184	9102	153	9103	136	9104	136	9105	118	9106	109	0	0	0	0
100911	0	9111	187	9112	154	9113	138	9114	138	9115	121	9116	112	0	0	0	0
100912	0	9121	193	9122	160	9123	142	9124	142	9125	124	9126	115	0	0	0	0
100913	0	9131	190	9132	157	9133	139	9134	139	9135	123	9136	114	0	0	0	0
100914	0	9141	202	9142	168	9143	148	9144	148	9145	130	9146	121	0	0	0	0
101001	0	10011	193	10012	160	10013	160	10014	142	10015	142	10016	124	10017	115	0	0
101002	0	10021	196	10022	162	10023	162	10024	144	10025	144	10026	127	10027	117	0	0
101003	0	10031	199	10032	165	10033	165	10034	147	10035	147	10036	129	10037	118	0	0
101004	0	10041	202	10042	168	10043	168	10044	148	10045	148	10046	130	10047	121	0	0
101005	0	10051	205	10052	169	10053	169	10054	151	10055	151	10056	133	10057	123	0	0
101006	0	10061	213	10062	175	10063	175	10064	157	10065	157	10066	138	10067	127	0	0
101007	0	10071	210	10072	174	10073	174	10074	154	10075	154	10076	136	10077	126	0	0
101008	0	10081	213	10082	175	10083	175	10084	157	10085	157	10086	138	10087	127	0	0
101009	0	10091	216	10092	178	10093	178	10094	159	10095	159	10096	139	10097	129	0	0
101010	0	10101	219	10102	181	10103	181	10104	162	10105	162	10106	141	10107	130	0	0
101011	0	10111	222	10112	183	10113	183	10114	163	10115	163	10116	144	10117	132	0	0
101012	0	10121	229	10122	189	10123	189	10124	169	10125	169	10126	148	10127	136	0	0
101013	0	10131	228	10132	189	10133	189	10134	168	10135	168	10136	147	10137	136	0	0
101014	0	10141	235	10142	195	10143	195	10144	174	10145	174	10146	153	10147	141	0	0
101015	0	10151	249	10152	205	10153	205	10154	183	10155	183	10156	160	10157	148	0	0
101101	0	11011	238	11012	196	11013	196	11014	175	11015	175	11016	154	11017	142	0	0
101102	0	11021	243	11022	201	11023	201	11024	178	11025	178	11026	157	11027	145	0	0
101103	0	11031	247	11032	204	11033	204	11034	183	11035	183	11036	160	11037	148	0	0
101104	0	11041	252	11042	208	11043	208	11044	186	11045	186	11046	163	11047	150	0	0
101105	0	11051	256	11052	211	11053	211	11054	189	11055	189	11056	166	11057	153	0	0
101106	0	11061	265	11062	219	11063	219	11064	195	11065	195	11066	172	11067	159	0	0
101107	0	11071	262	11072	217	11073	217	11074	193	11075	193	11076	169	11077	157	0	0
101108	0	11081	267	11082	220	11083	220	11084	196	11085	196	11086	172	11087	159	0	0
101109	0	11091	271	11092	225	11093	225	11094	199	11095	199	11096	175	11097	162	0	0
101110	0	11101	276	11102	228	11103	228	11104	204	11105	204	11106	178	11107	165	0	0
101111	0	11111	277	11112	229	11113	229	11114	204	11115	204	11116	180	11117	166	0	0
101112	0	11121	283	11122	234	11123	234	11124	208	11125	208	11126	183	11127	169	0	0
101113	0	11131	291	11132	241	11133	241	11134	214	11135	214	11136	189	11137	174	0	0
101114	0	11141	298	11142	247	11143	247	11144	220	11145	220	11146	193	11147	178	0	0
101115	0	11151	313	11152	259	11153	259	11154	231	11155	231	11156	202	11157	187	0	0
101201	0	12011	301	12012	249	12013	249	12014	222	12015	222	12016	195	12017	180	12018	180
101202	0	12021	306	12022	253	12023	253	12024	225	12025	225	12026	198	12027	183	12028	183
101203	0	12031	310	12032	256	12033	256	12034	229	12035	229	12036	201	12037	186	12038	186
101204	0	12041	315	12042	261	12043	261	12044	232	12045	232	12046	204	12047	189	12048	189
101205	0	12051	322	12052	267	12053	267	12054	238	12055	238	12056	208	12057	193	12058	193
101206	0	12061	321	12062	265	12063	265	12064	237	12065	237	12066	208	12067	192	12068	192
101207	0	12071	327	12072	270	12073	270	12074	241	12075	241	12076	211	12077	195	12078	195
101208	0	12081	333	12082	276	12083	276	12084	246	12085	246	12086	216	12087	199	12088	199
101209	0	12091	339	12092	280	12093	280	12094	250	12095	250	12096	219	12097	202	12098	202
101210	0	12101	351	12102	291	12103	291	12104	259	12105	259	12106	228	12107	210	12108	210
101211	0	12111	346	12112	286	12113	286	12114	255	12115	255	12116	225	12117	207	12118	207
101212	0	12121	358	12122	297	12123	297	12124	264	12125	264	12126	232	12127	214	12128	214
101213	0	12131	370	12132	307	12133	307	12134	273	12135	273	12136	240	12137	222	12138	222
101214	0	12141	378	12142	313	12143	313	12144	279	12145	279	12146	244	12147	226	12148	226
101215	0	12151	394	12152	327	12153	327	12154	291	12155	291	12156	255	12157	235	12158	235
101301	0	13011	388	13012	357	13013	321	13014	321	13015	286	13016	286	13017	252	13018	252
101302	0	13021	393	13022	361	13023	325	13024	325	13025	289	13026	289	13027	255	13028	255
101303	0	13031	397	13032	364	13033	328	13034	328	13035	294	13036	294	13037	258	13038	258
101304	0	13041	403	13042	370	13043	334	13044	334	13045	298	13046	298	13047	261	13048	261
101305	0	13051	406	13052	373	13053	336	13054	336	13055	300	13056	300	13057	264	13058	264
101306	0	13061	411	13062	378	13063	340	13064	340	13065	303	13066	303	13067	267	13068	267
101307	0	13071	415	13072	381	13073	343	13074	343	13075	306	13076	306	13077	270	13078	270
101308	0	13081	418	13082	384	13083	346	13084	346	13085	309	13086	309	13087	271	13088	271
101309	0	13091	421	13092	387	13093	349	13094	349	13095	310	13096	310	13097	273	13098	273
101310	0	13101	426	13102	391	13103	352	13104	352	13105	315	13106	315	13107	276	13108	276
101311	0	13111	430	13112	396	13113	357	13114	357	13115	318	13116	318	13117	279	13118	279
101312	0	13121	441	13122	405	13123	366	13124	366	13125	325	13126	325	13127	286	13128	286
101313	0	13131	450	13132	414	13133	373	13134	373	13135	333	13136	333	13137	292	13138	292
101314	0	13141	459	13142	421	13143	379	13144	379	13145	339	13146	339	13147	297	13148	297
101315	0	13151	463	13152	426	13153	384	13154	384	13155	342	13156	342	13157	300	13158	300
101316	0	13161	501	13162	460	13163	415	13164	415	13165	370	13166	370	13167	325	13168	325
101401	0	14011	478	14012	439	14013	396	14014	396	14015	354	14016	354	14017	310	14018	310
101402	0	14021	483	14022	444	14023	400	14024	400	14025	357	14026	357	14027	313	14028	313
101403	0	14031	486	14032	447	14033	402	14034	402	14035	358	14036	358	14037	315	14038	315
101404	0	14041	490	14042	450	14043	406	14044	406	14045	361	14046	361	14047	318	14048	318
101405	0	14051	495	14052	454	14053	409	14054	409	14055	366	14056	366	14057	321	14058	321
101406	0	14061	501	14062	460	14063	415	14064	415	14065	370	14066	370	14067	325	14068	325
101407	0	14071	504	14072	463	14073	417	14074	417	14075	372	14076	372	14077	327	14078	327
101408	0	14081	508	14082	466	14083	421	14084	421	14085	375	14086	375	14087	330	14088	330
101409	0	14091	513	14092	471	14093	424	14094	424	14095	379	14096	379	14097	333	14098	333
101410	0	14101	517	14102	475	14103	429	14104	429	14105	382	14106	382	14107	336	14108	336
101411	0	14111	522	14112	480	14113	432	14114	432	14115	385	14116	385	14117	339	14118	339
101412	0	14121	528	14122	484	14123	438	14124	438	14125	390	14126	390	14127	342	14128	342
101413	0	14131	534	14132	490	14133	442	14134	442	14135	394	14136	394	14137	346	14138	346
101414	0	14141	543	14142	499	14143	450	14144	450	14145	400	14146	400	14147	352	14148	352
101415	0	14151	550	14152	505	14153	456	14154	456	14155	406	14156	406	14157	357	14158	357
101416	0	14161	583	14162	535	14163	483	14164	483	14165	430	14166	430	14167	378	14168	378
101501	0	15011	541	15012	498	15013	448	15014	448	15015	400	15016	400	15017	351	15018	351
101502	0	15021	543	15022	499	15023	450	15024	450	15025	400	15026	400	15027	352	15028	352
101503	0	15031	544	15032	499	15033	451	15034	451	15035	402	15036	402	15037	352	15038	352
101504	0	15041	547	15042	502	15043	453	15044	453	15045	405	15046	405	15047	355	15048	355
101505	0	15051	549	15052	504	15053	454	15054	454	15055	405	15056	405	15057	355	15058	355
101506	0	15061	550	15062	505	15063	456	15064	456	15065	406	15066	406	15067	357	15068	357
101507	0	15071	552	15072	507	15073	457	15074	457	15075	408	15076	408	15077	358	15078	358
101508	0	15081	553	15082	508	15083	459	15084	459	15085	409	15086	409	15087	358	15088	358
101509	0	15091	555	15092	510	15093	460	15094	460	15095	409	15096	409	15097	360	15098	360
101510	0	15101	556	15102	511	15103	460	15104	460	15105	411	15106	411	15107	361	15108	361
